"nid","parent_nid","name","serial","type","latitude","longitude","status"
"1517","13","Kabupaten Demak","3321","2","-6.888115","110.639297","1"
"1518","13","Kabupaten Semarang","3322","2","-6.9666667","110.4166667","1"
"1519","13","Kabupaten Temanggung","3323","2","-7.316669","110.174797","1"
"1520","13","Kabupaten Kendal","3324","2","-6.919686","110.205597","1"
"1521","13","Kabupaten Batang","3325","2","-6.8941111","109.7234519","1"
"1522","13","Kabupaten Pekalongan","3326","2","-6.882887","109.669998","1"
"1523","13","Kabupaten Pemalang","3327","2","-6.884234","109.377998","1"
"1524","13","Kabupaten Tegal","3328","2","-6.8666667","109.1333333","1"
"1525","13","Kabupaten Brebes","3329","2","-6.8833333","109.05","1"
"1526","13","Kota Magelang","3371","2","-7.481253","110.213799","1"
"1527","13","Kota Surakarta","3372","2","-7.5666667","110.8166667","1"
"1528","13","Kota Salatiga","3373","2","-7.302328","110.4729","1"
"1529","13","Kota Semarang","3374","2","-6.9666667","110.4166667","1"
"1530","13","Kota Pekalongan","3375","2","-6.882887","109.669998","1"
"1531","13","Kota Tegal","3376","2","-6.8666667","109.1333333","1"
"1532","14","Kabupaten Kulon Progo","3401","2","-7.8266798","110.1640846","1"
"1533","14","Kabupaten Bantul","3402","2","-7.8846111","110.3341111","1"
"1534","14","Kabupaten Gunung Kidul","3403","2","-8.0305091","110.6168921","1"
"1536","14","Kota Yogyakarta","3471","2","-7.797224","110.368797","1"
"1537","16","Kabupaten Pandeglang","3601","2","-6.314835","106.103897","1"
"1538","16","Kabupaten Lebak","3602","2","-6.5643956","106.2522143","1"
"1539","16","Kabupaten Tangerang","3603","2","-6.1783056","106.6318889","1"
"1540","16","Kabupaten Serang","3604","2","-6.12009","106.150299","1"
"1541","16","Kota Tangerang","3671","2","-6.1783056","106.6318889","1"
"1542","16","Kota Cilegon","3672","2","-6.0169825","106.040506","1"
"1543","16","Kota Serang","3673","2","-6.12009","106.150299","1"
"1544","17","Kabupaten Jembrana","5101","2","-8.361852","114.6418","1"
"1545","17","Kabupaten Tabanan","5102","2","-8.544516","115.119797","1"
"1546","17","Kabupaten Badung","5103","2","-8.5819296","115.1770586","1"
"1547","17","Kabupaten Gianyar","5104","2","-8.544185","115.3255","1"
"1548","17","Kabupaten Klungkung","5105","2","-8.5389222","115.4045111","1"
"1549","17","Kabupaten Bangli","5106","2","-8.454303","115.354897","1"
"1550","17","Kabupaten Karang Asem","5107","2","-6.3996057","108.0503042","1"
"1551","17","Kabupaten Buleleng","5108","2","-8.113831","115.126999","1"
"1552","17","Kota Denpasar","5171","2","-8.65629","115.222099","1"
"1553","18","Kabupaten Lombok Barat","5201","2","-8.6464599","116.1123078","1"
"1554","18","Kabupaten Lombok Tengah","5202","2","-8.694623","116.2777073","1"
"1555","18","Kabupaten Lombok Timur","5203","2","-8.5134471","116.5609857","1"
"1556","18","Kabupaten Sumbawa","5204","2","-8.6529334","117.3616476","1"
"1557","18","Kabupaten Dompu","5205","2","-8.4966318","118.4747173","1"
"1558","18","Kabupaten Bima","5206","2","-8.460566","118.727402","1"
"1559","18","Kabupaten Sumbawa Barat","5207","2","-8.9292907","116.8910342","1"
"1560","18","Kota Mataram","5271","2","-8.5833333","116.1166667","1"
"1561","18","Kota Bima","5272","2","-8.460566","118.727402","1"
"1562","19","Kabupaten Sumba Barat","5312","2","-9.6548326","119.3947135","1"
"1563","19","Kabupaten Sumba Timur","5311","2","-9.9802103","120.3435506","1"
"1564","19","Kabupaten Kupang","5301","2","-10.1833333","123.5833333","1"
"1565","19","Kabupaten Timor Tengah Selatan","5302","2","-9.7762816","124.4198243","1"
"1566","19","Kabupaten Timor Tengah Utara","5303","2","-9.4522647","124.597132","1"
"1567","19","Kabupaten Belu","5304","2","-9.4125796","124.9506625","1"
"1568","19","Kabupaten Alor","5305","2","-8.2754027","124.7298765","1"
"1569","19","Kabupaten Lembata","5313","2","-8.4719075","123.4831906","1"
"1570","19","Kabupaten Flores Timur","5306","2","-8.3130942","122.9663018","1"
"1571","19","Kabupaten Sikka","5307","2","-8.6766175","122.1291843","1"
"1572","19","Kabupaten Ende","5308","2","-8.854053","121.654198","1"
"1573","19","Kabupaten Ngada","5309","2","-8.7430424","120.9876321","1"
"1574","19","Kabupaten Manggarai","5310","2","-8.6796987","120.3896651","1"
"1575","19","Kabupaten Rote Ndao","5314","2","-10.7386421","123.1239049","1"
"1576","19","Kabupaten Manggarai Barat","5315","2","-8.6688149","120.0665236","1"
"1577","19","Kabupaten Sumba Tengah","5317","2","-9.4879226","119.6962677","1"
"1578","19","Kabupaten Sumba Barat Daya","5318","2","-9.539139","119.1390642","1"
"1579","19","Kabupaten Nagekeo","5316","2","-8.6753545","121.3084088","1"
"1580","19","Kabupaten Manggarai Timur","5319","2","-8.6206712","120.6199895","1"
"1581","19","Kota Kupang","5371","2","-10.1833333","123.5833333","1"
"1582","20","Kabupaten Sambas","6101","2","1.361328","109.309998","1"
"1583","20","Kabupaten Bengkayang","6107","2","0.8209729","109.477699","1"
"1584","20","Kabupaten Landak","6108","2","0.4237287","109.7591675","1"
"1585","20","Kabupaten Pontianak","6102","2","-0.022523","109.330307","1"
"1586","20","Kabupaten Sanggau","6103","2","0.119275","110.597298","1"
"1587","20","Kabupaten Ketapang","6104","2","-1.859098","109.971901","1"
"1588","20","Kabupaten Sintang","6105","2","0.080238","111.495499","1"
"1589","20","Kabupaten Kapuas Hulu","6106","2","-0.7931004","113.9060624","1"
"1590","20","Kabupaten Sekadau","6109","2","0.015637","110.888603","1"
"1591","20","Kabupaten Melawi","6110","2","-0.7000681","111.6660725","1"
"1592","20","Kabupaten Kayong Utara","6111","2","-0.9225877","110.0449662","1"
"1593","20","Kabupaten Kubu Raya","6112","2","-0.3533938","109.4735066","1"
"1594","20","Kota Pontianak","6171","2","-0.022523","109.330307","1"
"1595","20","Kota Singkawang","6172","2","0.908795","108.984596","1"
"1596","21","Kabupaten Kotawaringin Barat","6201","2","-6.1961131","106.8630174","1"
"1597","21","Kabupaten Kotawaringin Timur","6202","2","-6.1952992","106.8630737","1"
"1598","21","Kabupaten Kapuas","6203","2","-0.0459972","110.1313251","1"
"1599","21","Kabupaten Barito Selatan","6204","2","-1.875943","114.8092691","1"
"1600","21","Kabupaten Barito Utara","6205","2","-0.9587136","115.094045","1"
"1601","21","Kabupaten Sukamara","6208","2","-2.6267517","111.2368084","1"
"1602","21","Kabupaten Lamandau","6209","2","-1.9269166","111.1891151","1"
"1603","21","Kabupaten Seruyan","6207","2","-3.0123467","112.4291464","1"
"1604","21","Kabupaten Katingan","6206","2","-0.9758379","112.8105512","1"
"1605","21","Kabupaten Pulang Pisau","6211","2","-2.6849607","113.9536466","1"
"1606","21","Kabupaten Gunung Mas","6210","2","-6.7052778","106.9913889","1"
"1607","21","Kabupaten Barito Timur","6213","2","-2.0123999","115.188916","1"
"1608","21","Kabupaten Murung Raya","6212","2","-0.1362171","114.3341432","1"
"1609","21","Kota Palangka Raya","6271","2","-2.21","113.92","1"
"1610","22","Kabupaten Tanah Laut","6301","2","-3.7694047","114.8092691","1"
"1611","22","Kabupaten Kota Baru","6302","2","-6.332973","106.807915","1"
"1612","22","Kabupaten Banjar","6303","2","-7.3666667","108.5333333","1"
"1613","22","Kabupaten Barito Kuala","6304","2","-3.0714738","114.6667939","1"
"1614","22","Kabupaten Tapin","6305","2","-2.9160746","115.0465991","1"
"1615","22","Kabupaten Hulu Sungai Selatan","6306","2","-2.7662681","115.2363408","1"
"1616","22","Kabupaten Hulu Sungai Tengah","6307","2","-2.6153162","115.5207358","1"
"1617","22","Kabupaten Hulu Sungai Utara","6308","2","-2.4421225","115.188916","1"
"1618","22","Kabupaten Tabalong","6309","2","-1.864302","115.5681084","1"
"1619","22","Kabupaten Tanah Bumbu","6310","2","-3.4512244","115.5681084","1"
"1620","22","Kabupaten Balangan","6311","2","-2.3260425","115.6154732","1"
"1621","22","Kota Banjarmasin","6371","2","-3.328499","114.589203","1"
"1622","22","Kota Banjar Baru","6372","2","-3.4666667","114.75","1"
"1623","23","Kabupaten Paser","6401","2","-1.7175266","115.9467997","1"
"1624","23","Kabupaten Kutai Barat","6407","2","0.1353881","115.094045","1"
"1625","23","Kabupaten Kutai Kartanegara","6402","2","-0.1336655","116.6081653","1"
"1626","23","Kabupaten Kutai Timur","6408","2","0.9433774","116.9852422","1"
"1627","23","Kabupaten Berau","6403","2","2.0450883","117.3616476","1"
"1628","23","Kabupaten Malinau","6406","2","3.584221","116.647797","1"
"1629","23","Kabupaten Bulungan","6404","2","2.9042476","116.9852422","1"
"1630","23","Kabupaten Nunukan","6405","2","4.0609227","117.666952","1"
"1631","23","Kabupaten Penajam Paser Utara","6409","2","-1.2917094","116.5137964","1"
"1632","23","Kabupaten Tana Tidung","6410","2","3.551869","117.0794082","1"
"1633","23","Kota Balikpapan","6471","2","-1.2635389","116.8278833","1"
"1634","23","Kota Samarinda","6472","2","-0.502183","117.153801","1"
"1635","23","Kota Tarakan","6473","2","3.3","117.6333333","1"
"1636","23","Kota Bontang","6474","2","0.1333333","117.5","1"
"1637","24","Kabupaten Bolaang Mongondow","7101","2","0.6870994","124.0641419","1"
"1638","24","Kabupaten Minahasa","7102","2","1","124.5833333","1"
"1639","24","Kabupaten Kepulauan Sangihe","7103","2","3.5303212","125.5438967","1"
"1640","24","Kabupaten Kepulauan Talaud","7104","2","4.092","126.768","1"
"1641","24","Kabupaten Minahasa Selatan","7105","2","1.0946773","124.4641848","1"
"1642","24","Kabupaten Minahasa Utara","7106","2","1.5327973","124.994751","1"
"1643","24","Kabupaten Bolaang Mongondow Utara","7108","2","0.818691","123.5280072","1"
"1644","24","Kabupaten Siau Tagulandang Biaro","7109","2","2.345964","125.4124355","1"
"1645","24","Kabupaten Minahasa Tenggara","7107","2","1.0278551","124.7298765","1"
"1646","24","Kota Manado","7171","2","1.4917014","124.842843","1"
"1647","24","Kota Bitung","7172","2","1.4553529","125.204697","1"
"1648","24","Kota Tomohon","7173","2","1.3234131","124.8384504","1"
"1649","24","Kota Kotamobagu","7174","2","0.7333333","124.3166667","1"
"1650","25","Kabupaten Banggai Kepulauan","7207","2","-1.6408137","123.5504076","1"
"1651","25","Kabupaten Banggai","7201","2","-1.6408137","123.5504076","1"
"1652","25","Kabupaten Morowali","7206","2","-2.3003072","121.5370003","1"
"1653","25","Kabupaten Poso","7202","2","-1.391922","120.766998","1"
"1654","25","Kabupaten Donggala","7203","2","-0.4233155","119.8352303","1"
"1655","25","Kabupaten Toli-Toli","7204","2","0.8768231","120.7579834","1"
"1656","25","Kabupaten Buol","7205","2","0.9695452","121.3541631","1"
"1657","25","Kabupaten Parigi Moutong","7208","2","0.5817607","120.8039474","1"
"1658","25","Kabupaten Tojo Una-Una","7209","2","-1.098757","121.5370003","1"
"1659","25","Kota Palu","7271","2","-0.898583","119.850601","1"
"1660","26","Kabupaten Selayar","7301","2","-6","120.5","1"
"1661","26","Kabupaten Bulukumba","7302","2","-5.4329368","120.2051096","1"
"1662","26","Kabupaten Bantaeng","7303","2","-5.5169316","120.0202964","1"
"1663","26","Kabupaten Jeneponto","7304","2","-5.554579","119.6730939","1"
"1664","26","Kabupaten Takalar","7305","2","-5.4162493","119.4875668","1"
"1665","26","Kabupaten Gowa","7306","2","-5.3102888","119.742604","1"
"1666","26","Kabupaten Sinjai","7307","2","-5.2171961","120.112735","1"
"1667","26","Kabupaten Maros","7309","2","-4.94695","119.578903","1"
"1668","26","Kabupaten Pangkajene Dan Kepulauan","7310","2","-4.805035","119.5571677","1"
"1669","26","Kabupaten Barru","7311","2","-4.4172651","119.6730939","1"
"1670","26","Kabupaten Bone","7308","2","-2.083333","120.216667","1"
"1671","26","Kabupaten Soppeng","7312","2","-4.3518541","119.9277947","1"
"1672","26","Kabupaten Wajo","7313","2","-4.022229","120.0665236","1"
"1673","26","Kabupaten Sidenreng Rappang","7314","2","-3.7738981","120.0202964","1"
"1674","26","Kabupaten Pinrang","7315","2","-3.793071","119.6408","1"
"1675","26","Kabupaten Enrekang","7316","2","-3.563128","119.7612","1"
"1676","26","Kabupaten Luwu","7317","2","-3.3052214","120.2512728","1"
"1677","26","Kabupaten Tana Toraja","7318","2","-3.0753003","119.742604","1"
"1678","26","Kabupaten Luwu Utara","7322","2","-2.2690446","119.9740534","1"
"1679","26","Kabupaten Luwu Timur","7324","2","-2.5825518","121.1710389","1"
"1680","26","Kota Makassar","7371","2","-5.1333333","119.4166667","1"
"1681","26","Kota Pare-Pare","7372","2","-4.0166667","119.6236111","1"
"1682","26","Kota Palopo","7373","2","-3","120.2","1"
"1683","27","Kabupaten Buton","7404","2","-5.3096355","122.9888319","1"
"1684","27","Kabupaten Muna","7403","2","-4.901629","122.6277455","1"
"1685","27","Kabupaten Konawe","7402","2","-3.9380432","122.0837445","1"
"1686","27","Kabupaten Kolaka","7401","2","-4.049665","121.593803","1"
"1687","27","Kabupaten Konawe Selatan","7405","2","-4.2027915","122.4467238","1"
"1688","27","Kabupaten Bombana","7406","2","-4.6543462","121.9017954","1"
"1689","27","Kabupaten Wakatobi","7407","2","-5.3264442","123.5951925","1"
"1690","27","Kabupaten Kolaka Utara","7408","2","-3.1347227","121.1710389","1"
"1691","27","Kabupaten Buton Utara","7410","2","-4.7023424","123.0338767","1"
"1692","27","Kabupaten Konawe Utara","7409","2","-3.3803291","122.0837445","1"
"1693","27","Kota Kendari","7471","2","-3.972201","122.5149028","1"
"1694","27","Kota Bau-Bau","7472","2","-5.46667","122.633","1"
"1695","28","Kabupaten Boalemo","7502","2","0.7013419","122.2653887","1"
"1696","28","Kabupaten Gorontalo","7501","2","0.5333333","123.0666667","1"
"1697","28","Kabupaten Pohuwato","7504","2","0.7055278","121.7195459","1"
"1698","28","Kabupaten Bone Bolango","7503","2","0.5657885","123.3486147","1"
"1699","28","Kabupaten Gorontalo Utara","7505","2","0.9252647","122.4920088","1"
"1700","28","Kota Gorontalo","7571","2","0.5333333","123.0666667","1"
"1701","29","Kabupaten Majene","7605","2","-3.0297251","118.9062794","1"
"1702","29","Kabupaten Polewali Mandar","7604","2","-3.3419323","119.1390642","1"
"1703","29","Kabupaten Mamasa","7603","2","-2.960135","119.368202","1"
"1704","29","Kabupaten Mamuju","7602","2","-2.7293364","118.9295737","1"
"1705","29","Kabupaten Mamuju Utara","7601","2","-1.5264542","119.5107708","1"
"1706","30","Kabupaten Maluku Tenggara Barat","8103","2","-7.5322642","131.3611121","1"
"1707","30","Kabupaten Maluku Tenggara","8102","2","-5.7512455","132.7271587","1"
"1708","30","Kabupaten Maluku Tengah","8101","2","-3.0166501","129.4864411","1"
"1709","30","Kabupaten Buru Selatan","8109","2","-3.3927754","126.7819505","1"
"1710","30","Kabupaten Kepulauan Aru","8107","2","-6.1946502","134.5501935","1"
"1711","30","Kabupaten Seram Bagian Barat","8106","2","-3.1271575","128.4008357","1"
"1712","30","Kabupaten Seram Bagian Timur","8105","2","-3.4150761","130.390488","1"
"1713","30","Kota Ambon","8171","2","-3.65607","128.166419","1"
"1714","30","KotaTual","8172","2","-5.640851","132.7475093","1"
"1715","31","Kabupaten Halmahera Barat","8201","2","1.3121235","128.4849923","1"
"1716","31","Kabupaten Halmahera Tengah","8202","2","1.3121235","128.4849923","1"
"1717","31","Kabupaten Kepulauan Sula","8205","2","-1.8666667","125.3666667","1"
"1718","31","Kabupaten Halmahera Selatan","8204","2","1.3121235","128.4849923","1"
"1719","31","Kabupaten Halmahera Utara","8203","2","1.3121235","128.4849923","1"
"1720","31","Kabupaten Halmahera Timur","8206","2","1.3121235","128.4849923","1"
"1721","31","Kota Ternate","8271","2","0.7833333","127.3666667","1"
"1722","31","Kota Tidore Kepulauan","8272","2","0.6833333","127.4","1"
"1723","32","Kabupaten Fakfak","9203","2","-2.885237","132.2658282","1"
"1724","32","Kabupaten Kaimana","9208","2","-3.660925","133.774506","1"
"1725","32","Kabupaten Teluk Wondama","9207","2","-2.8551699","134.3236557","1"
"1726","32","Kabupaten Teluk Bintuni","9206","2","-1.9056848","133.329466","1"
"1727","32","Kabupaten Manokwari","9202","2","-0.8614531","134.0620421","1"
"1728","32","Kabupaten Sorong Selatan","9204","2","-0.8666667","131.25","1"
"1729","32","Kota Sorong","9271","2","-0.8666667","131.25","1"
"1730","32","Kabupaten Raja Ampat","9205","2","-1.0915151","130.8778586","1"
"1731","32","Kabupaten Sorong","9201","2","-0.8666667","131.25","1"
"1732","33","Kabupaten Merauke","9101","2","-8.4960406","140.3945527","1"
"1733","33","Kabupaten Jayawijaya","9102","2","-4.0004481","138.7995122","1"
"1734","33","Kabupaten Jayapura","9103","2","-2.533","140.717","1"
"1735","33","Kabupaten Nabire","9104","2","-3.5095462","135.7520985","1"
"1736","33","Kabupaten Kepulauan Yapen","9105","2","-1.7469359","136.1709012","1"
"1737","33","Kabupaten Biak Numfor","9106","2","-1.0381022","135.9800848","1"
"1738","33","Kabupaten Paniai","9108","2","-3.7876441","136.3624686","1"
"1739","33","Kabupaten Puncak Jaya","9107","2","-4.0836111","137.1847222","1"
"1740","33","Kabupaten Mimika","9109","2","-4.4553223","137.1362125","1"
"1741","33","Kabupaten Boven Digoel","9116","2","-5.7400018","140.3481835","1"
"1742","33","Kabupaten Mappi","9117","2","-7.102232","139.396393","1"
"1743","33","Kabupaten Asmat","9118","2","-5.0573958","138.3988186","1"
"1744","33","Kabupaten Yahukimo","9113","2","-4.4939717","139.5279996","1"
"1745","33","Kabupaten Pegunungan Bintang","9112","2","-4.5589872","140.5135589","1"
"1746","33","Kabupaten Tolikara","9114","2","-3.481132","138.4787258","1"
"1747","33","Kabupaten Sarmi","9110","2","-1.868727","138.743607","1"
"1748","33","Kabupaten Keerom","9111","2","-3.3449536","140.7624493","1"
"1749","33","Kabupaten Waropen","9115","2","-2.8435717","136.670534","1"
"1750","33","Kabupaten Supiori","9119","2","-0.7295099","135.6385125","1"
"1751","33","Kabupaten Mamberamo Raya","9120","2","-2.5331255","137.7637565","1"
"1752","33","Kota Jayapura","9171","2","-2.533","140.717","1"
"1753","2","Kabupaten Labuhanbatu Utara","1223","2","2.3465638","99.8124935","1"
"1754","2","Kabupaten Labuhanbatu Selatan","1222","2","1.8799353","100.1703257","1"
"1756","2","Kabupaten Nias Utara","1224","2","1.1255279","97.5247243","1"
"1757","2","Kabupaten Nias Barat","1225","2","1.1255279","97.5247243","1"
"1758","2","Kota Gunungsitoli","1278","2","1.281964","97.61594","1"
"1759","4","Kabupaten Kepulauan Meranti","1410","2","0.9208765","102.6675575","1"
"1760","5","Kota Sungai Penuh","1572","2","-2.06314","101.387199","1"
"1761","7","Kabupaten Bengkulu Tengah","1709","2","-3.7955556","102.2591667","1"
"1762","8","Kabupaten Tulangbawang Barat","1806","2","-4.5256967","105.0791228","1"
"1763","8","Kabupaten Pringsewu","1810","2","-5.3539884","104.9622498","1"
"1764","8","Kabupaten Mesuji","1811","2","-4.0044783","105.3131185","1"
"1765","10","Kabupaten Lingga","2104","2","-0.1627686","104.6354631","1"
"1766","10"," Kabupaten Anambas","2105","2","3.1055459","105.6537231","1"
"1767","14","Kabupaten Sleman","3404","2","-7.716165","110.335403","1"
"1768","16","Kota Tangerang Selatan","3674","2","-6.2888889","106.7180556","1"
"1769","18","Kabupaten Lombok Utara","5208","2","-8.3739076","116.2777073","1"
"1770","19","Kabupaten Sabu Raijua","5302","2","-10.5541116","121.8334868","1"
"1771","24","Kabupaten Bolang Mongondow Timur","7110","2","0.7152651","124.4641848","1"
"1772","24","Kabupaten Bolang Mongondow Selatan","7111","2","0.4053215","123.8411288","1"
"1773","25","Kabupaten Sigi","7210","2","-1.3834127","120.0665236","1"
"1774","26","Kabupaten Toraja Utara","7326","2","-2.8621942","119.8352303","1"
"1775","30","Kabupaten Maluku Barat Daya","8108","2","-7.7851588","126.3498097","1"
"1776","30","Kabupaten Buru","8104","2","-3.3927754","126.7819505","1"
"1778","31","Kabupaten Pulau Morota","8207","2","2.3656672","128.4008357","1"
"1789","32","Kabupaten Tambrauw","9209","2","-0.781856","132.3938375","1"
"1790","32","Kabupaten Maybat","9210","2","3.1472","101.6997","1"
"1791","33","Kabupaten Memberamo Tengah","9121","2","-2.3745692","138.3190276","1"
"1792","33","Kabupaten Yalimo","9122","2","-3.7852847","139.4466005","1"
"1793","33","Kabupaten Lanny Jaya","9123","2","-3.971033","138.3190276","1"
"1794","33","Kabupaten Nduga","9124","2","-4.4069496","138.2393528","1"
"1795","33","Kabupaten Puncak","9125","2","-6.7125476","106.9542425","1"
"1796","33","Kabupaten Dogiyai","9126","2","-4.0193872","135.9610446","1"
"1797","33","Kabupaten Intan Jaya","9127","2","-3.5076422","136.7478493","1"
"1798","33","Kabupaten Deiyai","9128","2","-4.0974893","136.4393054","1"
